age,gender,education,party,income,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,eu_vote,employment,student,condition
58,Female,GCSEorLess,None,30-40K,0,3,4,2,5,5,7,No vote,Not in paid work,No,text
26,Female,BA,Lab,40-50K,0,4,3,2,5,5,5,No vote,Part-Time,No,text
55,Female,Post2,SNP,30-40K,1,3,3,2,0,0,3,Leave,Full-Time,No,text
22,Female,A-lev,Lab,20-30K,0,5,5,4,10,5,8,Leave,Full-Time,No,text
73,Female,BA,Con,10-20K,1,4,4,4,3,3,7,Leave,Not in paid work,No,text
33,Female,A-lev,Lab,30-40K,1,3,3,2,4,3,5,Leave,Full-Time,No,text
66,Female,GCSEorLess,Con,20-30K,0,4,3,3,4,4,5,Leave,Not in paid work,No,text
25,Male,A-lev,None,60-70K,1,2,2,4,3,2,3,Leave,Full-Time,No,text
18,Female,A-lev,Lab,10-20K,0,5,5,4,9,5,5,No vote,Part-Time,Yes,text
35,Male,BA,Lab,20-30K,1,4,3,4,3,2,5,Leave,Full-Time,No,text
23,Male,BA,Lab,20-30K,1,5,2,4,2,1,2,Leave,Full-Time,No,text
26,Female,BA,Lab,10-20K,1,5,5,4,2,2,3,Leave,Full-Time,No,text
48,Female,GCSEorLess,Lab,20-30K,1,5,3,3,4,3,0,Leave,Full-Time,No,text
28,Male,BA,Lab,30-40K,1,4,4,4,3,2,9,No vote,Full-Time,No,text
41,Male,A-lev,SNP,50-60K,1,4,2,2,6,3,0,Leave,Full-Time,No,text
29,Male,BA,None,60-70K,1,5,1,3,0,2,0,Leave,Full-Time,No,text
60,Male,A-lev,Con,10-20K,1,4,4,3,5,1,1,Leave,Full-Time,No,text
18,Female,GCSEorLess,Lab,Under10K,0,5,5,5,10,6,10,No vote,Not in paid work,No,text
28,Female,A-lev,Lab,30-40K,1,3,3,3,4,4,5,Leave,Part-Time,Yes,text
37,Female,PG,Con,30-40K,0,4,4,4,6,5,4,Leave,Not in paid work,No,text
45,Female,A-lev,None,60-70K,1,3,2,2,1,0,5,Leave,Not in paid work,No,text
52,Male,GCSEorLess,Con,10-20K,0,4,4,3,8,6,5,No vote,Full-Time,Yes,text
28,Female,A-lev,None,10-20K,1,2,2,3,2,2,4,Leave,Not in paid work,No,text
22,Male,Post2,Con,Under10K,0,2,2,3,3,3,3,No vote,Unemployed,No,text
18,Female,A-lev,None,10-20K,0,5,5,4,10,6,9,No vote,Other,No,text
33,Male,Post2,Grn,20-30K,0,4,3,4,8,5,9,Leave,Unemployed,Yes,text
50,Male,A-lev,Con,60-70K,1,2,1,2,0,0,5,Leave,Full-Time,No,text
43,Female,A-lev,Con,40-50K,1,3,3,2,1,2,5,Leave,Part-Time,No,text
20,Male,A-lev,None,20-30K,0,4,5,5,8,3,6,No vote,Full-Time,No,text
36,Female,A-lev,Con,40-50K,1,2,2,5,1,1,1,Leave,Full-Time,No,text
28,Female,A-lev,Lab,60-70K,1,4,4,2,1,1,5,No vote,Full-Time,No,text
20,Female,A-lev,None,30-40K,1,2,2,4,3,6,4,No vote,Full-Time,No,text
57,Female,A-lev,Con,Under10K,1,3,3,2,2,3,2,Leave,Part-Time,No,text
25,Female,GCSEorLess,Lab,20-30K,0,4,4,3,6,5,5,No vote,Full-Time,No,text
42,Female,GCSEorLess,UKIP,30-40K,1,4,2,3,1,3,0,Leave,Other,No,text
31,Female,GCSEorLess,Con,30-40K,0,4,4,4,4,4,5,Leave,Not in paid work,No,text
19,Female,A-lev,None,Under10K,0,5,5,3,10,5,6,No vote,Unemployed,No,text
53,Female,GCSEorLess,Lab,30-40K,1,2,2,3,3,3,6,No vote,Not in paid work,No,text
35,Female,BA,None,Under10K,1,2,2,2,0,0,1,Leave,Not in paid work,Yes,text
27,Female,BA,Lib,20-30K,0,2,3,4,5,4,9,Leave,Not in paid work,No,text
33,Male,BA,Con,40-50K,1,2,5,5,6,3,8,Leave,Full-Time,Yes,text
55,Female,A-lev,Con,30-40K,1,3,3,3,4,4,9,Leave,Part-Time,No,text
19,Female,A-lev,Grn,50-60K,0,5,5,4,10,5,10,No vote,Unemployed,Yes,text
20,Female,A-lev,Lab,Under10K,0,5,5,4,10,5,9,No vote,Not in paid work,Yes,text
52,Female,GCSEorLess,None,10-20K,1,2,3,1,2,1,5,Leave,Part-Time,No,text
25,Male,A-lev,Con,50-60K,0,4,3,2,5,5,4,Leave,Full-Time,No,text
22,Female,BA,None,70-80K,1,3,4,4,6,3,4,No vote,Not in paid work,No,text
39,Male,PG,UKIP,40-50K,1,4,1,3,0,2,0,Leave,Full-Time,No,text
27,Female,A-lev,None,50-60K,1,4,3,2,4,4,8,Leave,Full-Time,No,text
62,Female,GCSEorLess,None,Under10K,0,4,4,4,4,5,0,Leave,Other,No,text
30,Female,BA,None,20-30K,0,4,3,2,4,5,5,Leave,Full-Time,No,text
32,Female,BA,Lab,50-60K,1,4,2,4,2,3,5,Leave,Full-Time,No,text
48,Male,A-lev,Lab,30-40K,1,3,2,3,0,0,0,Leave,Full-Time,No,text
27,Male,PG,Con,50-60K,0,3,4,4,3,8,3,Leave,Full-Time,No,text
48,Male,BA,Lab,20-30K,1,3,3,2,1,2,6,Leave,Full-Time,No,text
23,Female,BA,Lab,50-60K,0,4,4,4,4,5,3,Leave,Full-Time,No,text
18,Male,A-lev,Lab,20-30K,0,4,3,4,8,5,10,No vote,Part-Time,Yes,text
18,Female,A-lev,Lab,60-70K,0,4,4,4,9,5,10,No vote,Not in paid work,Yes,text
38,Male,BA,Con,40-50K,1,3,2,4,3,3,0,Leave,Full-Time,No,text
35,Male,A-lev,Con,60-70K,1,2,2,2,0,0,1,Leave,Full-Time,No,text
23,Female,Post2,UKIP,20-30K,1,2,3,3,0,0,0,Leave,Full-Time,No,text
48,Male,BA,Con,50-60K,0,4,4,4,3,6,9,Leave,Full-Time,No,text
61,Male,PG,Con,50-60K,1,2,3,2,3,4,0,Leave,Other,No,text
26,Female,BA,Lab,60-70K,1,4,2,4,1,1,0,Leave,Full-Time,No,text
45,Female,GCSEorLess,Lab,20-30K,1,3,4,3,2,5,5,Leave,Not in paid work,No,text
18,Female,A-lev,Lab,30-40K,0,5,5,1,10,5,10,No vote,Part-Time,Yes,text
26,Female,BA,Con,20-30K,1,4,4,2,0,1,2,Leave,Full-Time,No,text
49,Male,A-lev,Con,40-50K,1,3,1,3,0,2,5,Leave,Full-Time,No,text
52,Female,GCSEorLess,Con,50-60K,1,3,2,3,1,1,3,Leave,Part-Time,No,text
30,Female,Post2,Rather_not_say,20-30K,1,2,3,2,1,10,0,Leave,Not in paid work,Yes,text
55,Male,BA,Con,40-50K,1,2,2,3,3,2,2,Leave,Full-Time,No,text
21,Male,A-lev,Con,30-40K,0,4,2,4,3,4,0,Leave,Not in paid work,Yes,text
31,Female,A-lev,Grn,20-30K,0,4,4,4,5,5,0,Leave,Not in paid work,Yes,text
42,Female,Post2,Lab,30-40K,1,2,2,2,1,0,4,Leave,Part-Time,No,text
44,Female,BA,Con,60-70K,1,3,4,4,3,1,0,Leave,Part-Time,Yes,text
19,Female,BA,None,40-50K,0,3,4,3,6,3,5,No vote,Unemployed,Yes,text
40,Female,BA,None,30-40K,0,4,4,4,6,5,4,Leave,Part-Time,No,text
36,Male,BA,Con,40-50K,1,2,2,3,2,2,3,Leave,Full-Time,No,text
38,Female,A-lev,None,10-20K,1,5,3,3,1,2,4,Leave,Full-Time,No,text
26,Male,GCSEorLess,None,10-20K,1,2,2,3,4,2,2,No vote,Other,No,text
45,Female,A-lev,Con,60-70K,1,4,4,4,1,2,9,Leave,Full-Time,No,text
18,Male,GCSEorLess,None,10-20K,0,4,3,2,6,4,5,No vote,Other,Yes,text
63,Female,GCSEorLess,UKIP,10-20K,1,1,1,2,0,0,0,Leave,Part-Time,No,text
22,Male,GCSEorLess,None,50-60K,1,4,4,3,7,6,0,No vote,Unemployed,No,text
52,Female,GCSEorLess,Lab,20-30K,1,3,3,3,0,4,3,Leave,Not in paid work,No,text
46,Female,GCSEorLess,Lab,50-60K,1,3,3,3,3,3,6,Leave,Full-Time,No,text
37,Female,PG,None,40-50K,1,3,3,3,5,3,5,Leave,Part-Time,No,text
30,Female,A-lev,UKIP,50-60K,1,2,2,2,0,0,5,Leave,Not in paid work,No,text
40,Female,PG,None,10-20K,1,2,3,3,1,1,1,Leave,Part-Time,No,text
22,Female,GCSEorLess,UKIP,Under10K,1,2,2,4,1,8,5,Leave,Not in paid work,No,text
33,Female,BA,Lab,20-30K,0,5,5,5,10,5,10,Leave,Full-Time,No,text
31,Male,GCSEorLess,Lab,20-30K,1,3,3,4,3,5,4,Leave,Full-Time,No,text
34,Female,PG,Rather_not_say,50-60K,1,3,4,2,2,0,5,Leave,Full-Time,No,text
37,Female,A-lev,Lab,20-30K,1,3,2,2,3,6,2,Leave,Full-Time,No,text
48,Male,PG,Con,70-80K,1,4,5,2,5,5,0,Leave,Full-Time,No,text
34,Female,GCSEorLess,None,20-30K,1,5,2,3,3,2,5,No vote,Part-Time,No,text
44,Female,GCSEorLess,Rather_not_say,20-30K,1,3,3,2,3,0,4,Leave,Other,No,text
19,Female,A-lev,Lab,Under10K,0,4,4,4,9,7,5,No vote,Part-Time,Yes,text
54,Female,A-lev,Lab,10-20K,1,4,4,2,5,3,2,Leave,Not in paid work,No,text
45,Female,Post2,Lib,30-40K,0,4,4,4,8,5,9,Leave,Full-Time,No,text
50,Female,GCSEorLess,UKIP,10-20K,1,2,3,2,9,1,9,Leave,Full-Time,No,text
54,Male,GCSEorLess,UKIP,20-30K,1,1,1,2,0,0,5,Leave,Full-Time,No,text
21,Female,BA,Lab,Under10K,0,4,4,3,3,4,9,Leave,Part-Time,Yes,text
41,Female,A-lev,Lab,30-40K,1,2,3,2,2,8,2,Leave,Part-Time,No,text
60,Male,A-lev,Con,30-40K,1,2,2,2,0,0,0,Leave,Part-Time,No,text
30,Male,Post2,Plaid,20-30K,1,4,2,2,5,10,0,Leave,Full-Time,No,text
49,Female,A-lev,Con,50-60K,1,3,2,2,3,3,1,Leave,Part-Time,No,text
32,Female,GCSEorLess,None,10-20K,0,4,4,3,6,5,6,Leave,Unemployed,No,text
42,Female,GCSEorLess,Con,10-20K,1,3,3,3,3,7,4,Leave,Not in paid work,No,text
23,Male,BA,Con,20-30K,1,4,2,4,3,4,3,Leave,Full-Time,No,text
32,Male,A-lev,Con,40-50K,0,4,4,3,8,5,5,Leave,Part-Time,No,text
29,Female,A-lev,Rather_not_say,10-20K,1,3,3,4,3,2,2,Leave,Not in paid work,No,text
38,Male,GCSEorLess,None,50-60K,1,1,1,1,3,1,3,Leave,Full-Time,Yes,text
36,Female,GCSEorLess,Lab,20-30K,1,4,4,4,2,3,6,Leave,Not in paid work,No,text
32,Female,BA,None,20-30K,1,1,1,2,0,0,3,Leave,Full-Time,Yes,text
38,Female,BA,None,20-30K,1,2,3,3,1,0,0,Leave,Part-Time,No,text
57,Female,GCSEorLess,None,50-60K,1,4,2,2,3,2,4,Leave,Part-Time,No,text
37,Female,Post2,Con,30-40K,1,4,4,3,2,3,2,Leave,Part-Time,No,text
46,Female,BA,None,60-70K,1,4,4,2,3,4,3,Leave,Not in paid work,No,text
50,Female,Post2,Con,90-100K,0,4,4,4,5,0,1,Leave,Not in paid work,No,text
29,Female,PG,Lab,50-60K,0,5,4,5,9,6,9,No vote,Full-Time,No,text
56,Female,Post2,Con,30-40K,1,3,3,3,3,4,0,Leave,Full-Time,No,text
60,Female,BA,None,Under10K,1,2,4,3,0,0,5,Leave,Part-Time,No,text
28,Female,GCSEorLess,Rather_not_say,10-20K,1,3,3,3,5,3,5,Leave,Other,No,text
58,Female,GCSEorLess,UKIP,10-20K,1,1,3,2,1,1,1,Leave,Not in paid work,No,text
49,Female,Post2,Lab,20-30K,1,4,4,2,4,3,9,Leave,Full-Time,No,text
35,Female,A-lev,Lab,10-20K,1,4,4,4,4,6,4,Leave,Part-Time,No,text
31,Female,BA,Grn,Under10K,1,2,2,4,3,2,2,Leave,Full-Time,No,text
26,Female,GCSEorLess,UKIP,Under10K,1,5,5,3,1,3,5,Leave,Part-Time,No,text
42,Male,BA,Con,40-50K,1,4,4,3,0,0,0,Leave,Full-Time,No,text
20,Female,A-lev,Lab,Under10K,1,3,4,4,5,5,7,No vote,Part-Time,Yes,text
21,Female,A-lev,None,30-40K,1,2,4,4,4,4,7,Leave,Part-Time,Yes,text
31,Female,BA,Con,40-50K,1,4,4,2,3,2,2,Leave,Not in paid work,No,text
32,Male,PG,None,Under10K,1,2,2,2,0,0,0,Leave,Not in paid work,No,text
54,Female,PG,Lab,10-20K,1,3,3,4,3,3,3,Leave,Part-Time,No,text
53,Male,Post2,Con,10-20K,1,2,3,4,4,4,7,Leave,Full-Time,No,text
52,Female,A-lev,Con,80-90K,0,4,4,4,8,6,5,Leave,Part-Time,No,text
54,Female,A-lev,Con,30-40K,1,3,2,2,1,3,4,Leave,Part-Time,No,text
50,Female,A-lev,Con,50-60K,1,3,3,2,0,3,5,Leave,Part-Time,No,text
45,Female,A-lev,Con,40-50K,1,3,4,3,5,3,5,Leave,Full-Time,No,text
40,Male,GCSEorLess,Lab,30-40K,1,1,1,1,0,0,0,Leave,Full-Time,No,text
55,Female,Post2,Con,20-30K,1,4,4,2,4,4,5,Leave,Full-Time,No,text
39,Female,BA,Con,80-90K,1,4,4,2,0,3,1,Leave,Not in paid work,No,text
39,Female,BA,Con,70-80K,0,4,3,3,5,5,5,Leave,Other,No,text
25,Female,PG,Con,30-40K,1,4,3,4,1,1,5,Leave,Full-Time,No,text
68,Female,A-lev,Lib,20-30K,1,3,2,4,7,4,5,Leave,Not in paid work,No,text
63,Male,GCSEorLess,Con,30-40K,1,2,1,3,0,1,0,Leave,Part-Time,No,text
43,Female,A-lev,Con,60-70K,1,2,1,4,0,1,0,Leave,Not in paid work,No,text
26,Female,PG,Grn,10-20K,0,4,3,4,5,5,5,No vote,Full-Time,No,text
37,Female,BA,Con,10-20K,1,2,3,2,1,1,2,Leave,Unemployed,No,text
37,Female,BA,Con,70-80K,0,4,4,4,6,5,9,Leave,Full-Time,No,text
37,Male,BA,UKIP,10-20K,1,1,1,1,0,0,0,Leave,Full-Time,No,text
53,Female,A-lev,UKIP,50-60K,1,2,1,1,0,0,0,Leave,Full-Time,No,text
22,Female,BA,Lab,10-20K,1,4,4,2,3,4,4,Leave,Full-Time,Yes,text
52,Male,BA,Lab,20-30K,0,4,5,4,4,4,6,Leave,Full-Time,No,text
32,Female,BA,Lab,30-40K,1,2,4,3,4,3,7,Leave,Part-Time,No,text
38,Male,Post2,None,40-50K,1,2,4,2,2,3,9,Leave,Full-Time,No,text
22,Male,BA,Lab,10-20K,0,4,4,3,8,4,7,Leave,Full-Time,Yes,text
45,Female,BA,Lib,50-60K,1,4,3,2,3,3,5,Leave,Part-Time,No,text
30,Female,A-lev,Lab,40-50K,1,4,3,2,3,3,6,Leave,Full-Time,No,text
54,Female,A-lev,None,60-70K,1,5,2,3,1,3,9,Leave,Not in paid work,No,text
29,Female,BA,Con,30-40K,1,5,4,4,4,4,9,Leave,Full-Time,No,text
27,Female,A-lev,Con,60-70K,1,2,3,2,1,3,0,Leave,Full-Time,No,text
46,Female,A-lev,None,20-30K,1,2,3,4,4,4,4,Leave,Full-Time,No,text
54,Female,A-lev,Con,40-50K,1,2,3,2,3,3,2,Leave,Part-Time,No,text
56,Female,GCSEorLess,Lab,30-40K,1,1,1,5,0,0,5,Leave,Not in paid work,No,text
27,Male,A-lev,Con,30-40K,1,4,4,4,5,2,5,Leave,Part-Time,Yes,text
32,Female,PG,Lab,30-40K,0,5,4,3,9,6,10,Leave,Full-Time,No,text
66,Male,A-lev,None,30-40K,1,4,2,2,5,0,0,Leave,Not in paid work,No,text
28,Male,BA,Lab,20-30K,0,5,5,5,10,7,4,Leave,Part-Time,No,text
22,Male,BA,None,Under10K,1,3,3,3,4,5,1,Leave,Other,Yes,text
50,Female,A-lev,None,10-20K,0,5,3,4,9,5,5,Leave,Part-Time,No,text
43,Female,GCSEorLess,Con,Over100K,1,3,2,3,3,3,5,Leave,Full-Time,No,text
35,Female,BA,None,Under10K,1,4,3,3,3,3,5,Leave,Not in paid work,No,text
35,Male,Post2,UKIP,Under10K,1,3,2,2,3,7,5,Leave,Not in paid work,No,text
64,Male,GCSEorLess,Con,Under10K,1,2,2,2,0,2,0,Leave,Part-Time,No,text
27,Female,BA,Lab,40-50K,1,3,4,2,4,2,2,Leave,Full-Time,No,text
44,Female,PG,None,50-60K,0,4,4,4,10,4,5,Leave,Full-Time,No,text
27,Female,BA,Con,70-80K,1,2,4,2,2,8,5,Leave,Full-Time,No,text
41,Female,BA,Lab,Over100K,1,3,3,3,5,3,7,Leave,Full-Time,No,text
60,Female,Post2,Con,40-50K,0,4,4,4,8,4,6,Leave,Full-Time,No,text
26,Female,GCSEorLess,None,10-20K,1,3,3,2,0,0,5,Leave,Not in paid work,No,text
48,Female,A-lev,Con,30-40K,1,2,4,2,0,1,5,Leave,Full-Time,No,text
53,Male,GCSEorLess,Lab,Under10K,1,3,3,4,0,1,0,Leave,Full-Time,No,text
69,Female,BA,Con,10-20K,1,2,3,4,1,1,2,Leave,Not in paid work,No,text
59,Female,Post2,Lib,Under10K,0,4,2,4,4,4,2,Leave,Not in paid work,No,text
32,Female,GCSEorLess,Lab,10-20K,1,3,3,3,1,1,9,Leave,Not in paid work,Yes,text
46,Female,BA,Con,80-90K,1,3,2,4,0,1,0,Leave,Part-Time,No,text
23,Female,A-lev,UKIP,10-20K,1,1,1,1,0,0,5,Leave,Not in paid work,No,text
44,Male,BA,Lab,Over100K,1,2,1,2,1,2,1,Leave,Full-Time,No,text
26,Female,A-lev,None,40-50K,1,4,2,2,2,0,1,Leave,Full-Time,No,text
33,Male,A-lev,Con,60-70K,0,4,3,3,3,4,4,Leave,Not in paid work,No,text
22,Female,BA,Lab,20-30K,0,5,5,5,9,6,8,Leave,Part-Time,No,text
47,Female,Post2,Grn,30-40K,0,5,5,4,10,7,8,No vote,Full-Time,No,text
30,Male,A-lev,Con,30-40K,1,2,1,4,2,8,4,Leave,Part-Time,No,text
31,Male,Post2,Con,10-20K,0,2,4,4,4,4,5,Leave,Full-Time,No,text
37,Female,A-lev,Lab,60-70K,1,3,4,2,2,1,2,Leave,Part-Time,No,text
47,Female,GCSEorLess,UKIP,50-60K,1,3,3,3,2,0,0,Leave,Part-Time,No,text
45,Female,BA,Lab,Under10K,1,2,2,3,0,0,5,Leave,Part-Time,No,text
50,Female,BA,UKIP,30-40K,1,1,2,1,0,1,0,Leave,Not in paid work,No,text
22,Male,A-lev,Lab,10-20K,0,4,4,3,7,5,6,Leave,Full-Time,No,text
30,Female,BA,Grn,10-20K,0,5,5,4,9,1,9,No vote,Part-Time,No,text
32,Female,BA,None,10-20K,0,4,2,2,9,5,5,Leave,Part-Time,Yes,text
21,Male,A-lev,None,40-50K,1,4,4,4,4,3,4,No vote,Full-Time,Yes,text
34,Female,A-lev,Con,30-40K,1,2,3,2,1,3,3,Leave,Part-Time,No,text
56,Male,BA,UKIP,20-30K,1,1,2,2,0,0,0,Leave,Unemployed,No,text
29,Female,A-lev,None,30-40K,1,4,4,4,0,0,0,Leave,Full-Time,No,text
40,Female,PG,Con,20-30K,0,4,4,3,4,4,3,Leave,Part-Time,No,text
30,Female,A-lev,Lab,20-30K,1,4,3,4,1,1,5,Leave,Full-Time,No,text
50,Female,A-lev,Con,40-50K,1,3,3,2,0,1,5,Leave,Part-Time,No,text
58,Female,GCSEorLess,Lab,10-20K,1,3,3,4,3,6,3,Leave,Part-Time,No,text
50,Male,Post2,Con,10-20K,1,2,1,4,2,1,4,Leave,Part-Time,No,text
37,Female,A-lev,Con,Under10K,1,5,4,5,2,3,5,Leave,Not in paid work,No,text
23,Female,A-lev,UKIP,10-20K,1,3,2,3,2,2,2,Leave,Part-Time,No,text
26,Female,A-lev,None,Under10K,0,5,5,5,10,6,9,No vote,Part-Time,No,text
38,Male,BA,UKIP,60-70K,0,5,5,4,2,8,5,Leave,Full-Time,Yes,text
61,Female,GCSEorLess,None,10-20K,1,4,4,3,5,5,5,Leave,Part-Time,No,text
59,Female,Post2,Lib,20-30K,0,4,4,4,10,6,7,No vote,Part-Time,No,text
74,Female,Post2,Con,10-20K,1,4,2,3,3,0,2,Leave,Not in paid work,No,text
32,Female,BA,Con,10-20K,1,2,2,3,1,10,1,Leave,Part-Time,No,text
49,Female,PG,Con,30-40K,1,3,2,3,4,4,4,Leave,Part-Time,No,text
18,Male,A-lev,Lib,40-50K,1,4,2,4,7,3,3,Leave,Full-Time,No,text
36,Female,BA,Con,20-30K,1,3,2,2,2,1,5,Leave,Full-Time,No,text
53,Female,Post2,Lab,50-60K,0,4,4,4,7,5,5,Leave,Not in paid work,Yes,text
64,Female,GCSEorLess,None,10-20K,1,3,2,2,4,4,0,Leave,Part-Time,No,text
70,Female,GCSEorLess,Con,10-20K,1,4,3,4,2,4,1,Leave,Not in paid work,No,text
63,Female,A-lev,Con,80-90K,1,3,3,4,0,3,5,Leave,Full-Time,No,text
18,Female,A-lev,None,Under10K,0,4,4,4,6,5,7,No vote,Unemployed,Yes,text
47,Female,GCSEorLess,Con,40-50K,1,1,1,1,0,1,0,Leave,Full-Time,No,text
29,Male,BA,Con,70-80K,1,5,5,2,1,0,0,Leave,Full-Time,Yes,text
54,Female,BA,UKIP,10-20K,1,2,2,3,0,0,1,Leave,Not in paid work,No,text
18,Male,Post2,Lab,Under10K,0,4,4,4,9,5,9,No vote,Part-Time,Yes,text
20,Female,A-lev,Con,Under10K,0,3,4,2,3,5,8,No vote,Part-Time,Yes,text
50,Female,GCSEorLess,None,50-60K,1,2,2,2,0,1,5,Leave,Full-Time,No,text
32,Female,Post2,None,40-50K,1,2,4,3,3,5,5,Leave,Part-Time,No,text
50,Male,BA,Con,60-70K,1,4,2,3,3,3,5,Leave,Full-Time,No,text
20,Female,Post2,Lab,10-20K,0,4,4,3,6,5,5,No vote,Unemployed,No,text
43,Male,PG,UKIP,50-60K,1,1,1,1,0,0,0,Leave,Full-Time,No,text
41,Male,GCSEorLess,UKIP,10-20K,1,1,1,1,0,0,0,Leave,Not in paid work,Yes,text
45,Female,GCSEorLess,Con,30-40K,1,2,4,3,9,5,1,Leave,Full-Time,No,text
60,Female,A-lev,Con,40-50K,1,2,4,2,2,1,1,Leave,Not in paid work,No,text
46,Female,PG,Lab,20-30K,1,4,4,4,6,3,1,Leave,Full-Time,No,text
45,Male,PG,Con,20-30K,0,5,5,4,2,3,5,Leave,Full-Time,No,text
44,Female,GCSEorLess,Rather_not_say,20-30K,1,2,4,1,0,9,0,Leave,Full-Time,No,text
18,Male,A-lev,None,Under10K,1,2,4,3,3,4,0,Leave,Other,Yes,text
31,Female,PG,Lab,10-20K,1,2,2,3,1,2,6,Leave,Unemployed,No,text
45,Female,BA,None,30-40K,1,4,4,4,3,3,5,Leave,Full-Time,No,text
20,Female,Post2,None,90-100K,0,4,4,4,9,5,8,No vote,Part-Time,Yes,text
56,Female,BA,None,20-30K,1,2,2,3,2,8,2,Leave,Not in paid work,No,text
27,Male,PG,UKIP,30-40K,1,4,2,2,5,0,7,Leave,Unemployed,No,text
41,Female,PG,None,30-40K,1,4,4,2,2,8,3,Leave,Not in paid work,No,text
38,Female,BA,Con,40-50K,1,1,1,2,1,1,2,Leave,Full-Time,No,text
22,Male,A-lev,None,60-70K,1,3,2,4,2,1,5,Leave,Part-Time,No,text
39,Female,GCSEorLess,Lab,20-30K,1,2,1,1,0,1,1,Leave,Full-Time,No,text
43,Female,GCSEorLess,Lab,30-40K,1,4,4,4,6,3,8,No vote,Full-Time,No,text
46,Female,BA,Rather_not_say,50-60K,1,4,2,3,2,4,0,Leave,Other,No,text
29,Female,BA,Lab,10-20K,1,3,2,2,5,4,5,Leave,Full-Time,Yes,text
28,Female,GCSEorLess,None,50-60K,0,5,2,3,5,3,5,Leave,Part-Time,Yes,text
18,Male,A-lev,Lab,50-60K,0,5,5,4,9,8,7,No vote,Part-Time,Yes,text
43,Female,BA,UKIP,50-60K,1,1,2,1,0,1,0,Leave,Full-Time,No,text
47,Female,BA,UKIP,Over100K,1,1,1,2,10,0,0,Leave,Full-Time,No,text
45,Female,BA,Con,60-70K,1,4,4,4,3,3,4,Leave,Part-Time,No,text
25,Male,A-lev,Grn,20-30K,1,4,2,4,4,4,6,Leave,Full-Time,No,text
25,Female,PG,Grn,10-20K,0,4,4,4,10,5,10,Leave,Not in paid work,Yes,text
49,Female,GCSEorLess,None,80-90K,0,4,3,3,8,5,6,Leave,Full-Time,No,text
31,Female,A-lev,SNP,40-50K,1,4,4,3,3,5,2,Leave,Full-Time,No,text
40,Female,A-lev,Con,20-30K,1,4,2,4,3,3,5,Leave,Full-Time,No,text
59,Female,GCSEorLess,Plaid,10-20K,0,4,4,4,4,6,5,Leave,Not in paid work,No,text
22,Female,BA,Con,10-20K,0,5,5,4,9,5,9,Leave,Full-Time,No,text
40,Male,A-lev,Con,40-50K,1,1,1,1,0,2,0,Leave,Full-Time,No,text
29,Female,A-lev,Lab,10-20K,0,4,4,4,8,5,3,No vote,Unemployed,No,text
23,Male,BA,Grn,20-30K,0,5,4,4,7,5,9,No vote,Part-Time,Yes,text
34,Female,BA,Grn,40-50K,1,2,1,2,1,0,0,Leave,Not in paid work,No,text
30,Female,BA,Con,30-40K,1,4,3,4,3,5,5,Leave,Full-Time,No,text
63,Female,GCSEorLess,Lab,10-20K,1,4,4,3,5,3,2,Leave,Part-Time,No,text
26,Male,A-lev,Con,20-30K,1,4,4,3,1,0,5,Leave,Full-Time,No,text
64,Male,A-lev,None,20-30K,1,3,3,3,0,0,0,Leave,Not in paid work,No,text
61,Female,BA,Grn,40-50K,0,5,5,3,7,3,3,Leave,Part-Time,No,text
35,Female,PG,SNP,50-60K,0,5,5,5,10,5,10,No vote,Full-Time,No,text
38,Female,BA,Con,60-70K,0,4,3,3,9,5,5,Leave,Not in paid work,No,text
23,Male,GCSEorLess,None,20-30K,1,5,5,2,5,5,7,No vote,Other,No,text
30,Male,GCSEorLess,Con,10-20K,1,3,2,3,4,4,4,Leave,Part-Time,No,text
26,Male,A-lev,Grn,Under10K,1,2,1,4,2,1,4,Leave,Other,Yes,text
53,Female,A-lev,Lib,20-30K,1,3,4,3,3,4,5,Leave,Full-Time,No,text
56,Male,A-lev,Con,10-20K,1,4,2,1,0,2,0,Leave,Not in paid work,No,text
38,Male,BA,Lab,20-30K,0,3,3,3,5,5,5,Leave,Full-Time,No,text
58,Male,A-lev,None,10-20K,1,2,2,1,0,0,3,Leave,Full-Time,No,text
54,Female,BA,None,30-40K,1,1,1,1,0,0,1,Leave,Full-Time,No,text
35,Female,PG,None,40-50K,0,4,4,3,5,5,7,No vote,Not in paid work,Yes,text
46,Male,PG,Con,90-100K,1,4,2,4,9,4,9,Leave,Full-Time,No,text
18,Female,A-lev,Lab,20-30K,0,5,4,4,9,6,5,No vote,Other,Yes,text
33,Male,A-lev,Rather_not_say,40-50K,1,3,4,2,2,1,5,Leave,Full-Time,No,text
59,Female,GCSEorLess,None,Under10K,1,3,2,3,2,2,5,Leave,Not in paid work,No,text
65,Female,BA,Rather_not_say,60-70K,1,4,3,2,3,2,0,Leave,Full-Time,No,text
47,Female,BA,Plaid,50-60K,0,3,3,3,3,3,5,Leave,Part-Time,No,text
23,Male,GCSEorLess,Con,30-40K,1,3,2,3,5,3,5,Leave,Unemployed,No,text
22,Female,A-lev,None,Under10K,0,4,4,4,8,6,10,No vote,Part-Time,No,text
50,Female,BA,None,Over100K,1,4,2,2,2,1,5,Leave,Full-Time,No,text
35,Female,BA,None,10-20K,0,3,2,4,9,6,4,Leave,Other,No,text
