age,gender,education,party,income,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
43,Male,BA,Lab,90-100K,0,5,5,5,9,7,10,text,Remain,Full-Time,No
31,Male,A-lev,Lab,Under10K,0,3,3,3,8,5,5,text,Remain,Full-Time,No
37,Female,Post2,Con,50-60K,0,5,4,5,10,5,5,text,Remain,Full-Time,No
31,Male,GCSEorLess,Lab,Under10K,1,2,2,1,1,9,1,text,Remain,Part-Time,No
64,Female,Post2,Lib,10-20K,0,4,4,4,9,5,9,text,Remain,Not in paid work,No
33,Female,BA,None,40-50K,1,4,4,1,1,1,3,text,Remain,Part-Time,No
47,Female,BA,Lab,Under10K,0,4,4,4,10,5,10,text,Remain,Not in paid work,No
30,Female,BA,Lab,10-20K,0,4,4,4,8,5,9,text,Remain,Part-Time,No
46,Female,GCSEorLess,None,10-20K,0,4,5,4,10,5,5,text,Remain,Not in paid work,No
64,Female,GCSEorLess,None,Over100K,0,5,5,3,10,5,10,text,Remain,Unemployed,No
51,Female,PG,Con,Over100K,0,4,5,4,9,5,10,text,Remain,Full-Time,No
62,Female,PG,Lib,40-50K,0,5,4,4,9,5,9,text,Remain,Not in paid work,No
45,Female,BA,Lab,30-40K,0,4,4,4,9,6,5,text,Remain,Part-Time,No
35,Female,BA,Lab,40-50K,1,2,3,2,3,2,5,text,Remain,Part-Time,No
31,Male,BA,Lab,20-30K,0,4,4,4,8,7,9,text,Remain,Part-Time,No
42,Female,GCSEorLess,Con,50-60K,0,4,4,3,7,5,5,text,Remain,Full-Time,No
21,Male,A-lev,Lab,20-30K,0,5,4,4,8,5,8,text,Remain,Part-Time,Yes
22,Female,BA,Rather_not_say,20-30K,0,5,4,4,5,6,2,text,Remain,Other,Yes
32,Male,A-lev,UKIP,50-60K,1,5,1,2,0,0,0,text,Leave,Full-Time,No
24,Female,PG,Lab,50-60K,0,5,5,5,10,8,10,text,Leave,Full-Time,Yes
26,Male,PG,None,20-30K,0,4,3,4,7,5,5,text,Leave,Full-Time,No
58,Female,GCSEorLess,Con,30-40K,1,2,2,2,0,0,0,text,Leave,Part-Time,No
34,Female,BA,Con,20-30K,1,4,4,2,3,3,4,text,Leave,Full-Time,No
45,Male,BA,Con,50-60K,1,3,2,3,2,3,5,text,Leave,Full-Time,No
54,Female,PG,Grn,60-70K,0,4,3,3,9,5,8,text,Leave,Full-Time,No
58,Female,GCSEorLess,None,30-40K,0,3,4,2,5,5,7,text,No vote,Not in paid work,No
55,Female,Post2,SNP,30-40K,1,3,3,2,0,0,3,text,Leave,Full-Time,No
22,Female,A-lev,Lab,20-30K,0,5,5,4,10,5,8,text,Leave,Full-Time,No
33,Female,A-lev,Lab,30-40K,1,3,3,2,4,3,5,text,Leave,Full-Time,No
66,Female,GCSEorLess,Con,20-30K,0,4,3,3,4,4,5,text,Leave,Not in paid work,No
25,Male,A-lev,None,60-70K,1,2,2,4,3,2,3,text,Leave,Full-Time,No
18,Female,A-lev,Lab,10-20K,0,5,5,4,9,5,5,text,No vote,Part-Time,Yes
35,Male,BA,Lab,20-30K,1,4,3,4,3,2,5,text,Leave,Full-Time,No
26,Female,BA,Lab,10-20K,1,5,5,4,2,2,3,text,Leave,Full-Time,No
28,Male,BA,Lab,30-40K,1,4,4,4,3,2,9,text,No vote,Full-Time,No
41,Male,A-lev,SNP,50-60K,1,4,2,2,6,3,0,text,Leave,Full-Time,No
29,Male,BA,None,60-70K,1,5,1,3,0,2,0,text,Leave,Full-Time,No
18,Female,GCSEorLess,Lab,Under10K,0,5,5,5,10,6,10,text,No vote,Not in paid work,No
37,Female,PG,Con,30-40K,0,4,4,4,6,5,4,text,Leave,Not in paid work,No
45,Female,A-lev,None,60-70K,1,3,2,2,1,0,5,text,Leave,Not in paid work,No
18,Female,A-lev,None,10-20K,0,5,5,4,10,6,9,text,No vote,Other,No
33,Male,Post2,Grn,20-30K,0,4,3,4,8,5,9,text,Leave,Unemployed,Yes
50,Male,A-lev,Con,60-70K,1,2,1,2,0,0,5,text,Leave,Full-Time,No
43,Female,A-lev,Con,40-50K,1,3,3,2,1,2,5,text,Leave,Part-Time,No
20,Male,A-lev,None,20-30K,0,4,5,5,8,3,6,text,No vote,Full-Time,No
36,Female,A-lev,Con,40-50K,1,2,2,5,1,1,1,text,Leave,Full-Time,No
28,Female,A-lev,Lab,60-70K,1,4,4,2,1,1,5,text,No vote,Full-Time,No
20,Female,A-lev,None,30-40K,1,2,2,4,3,6,4,text,No vote,Full-Time,No
57,Female,A-lev,Con,Under10K,1,3,3,2,2,3,2,text,Leave,Part-Time,No
25,Female,GCSEorLess,Lab,20-30K,0,4,4,3,6,5,5,text,No vote,Full-Time,No
42,Female,GCSEorLess,UKIP,30-40K,1,4,2,3,1,3,0,text,Leave,Other,No
35,Female,BA,None,Under10K,1,2,2,2,0,0,1,text,Leave,Not in paid work,Yes
33,Male,BA,Con,40-50K,1,2,5,5,6,3,8,text,Leave,Full-Time,Yes
19,Female,A-lev,Grn,50-60K,0,5,5,4,10,5,10,text,No vote,Unemployed,Yes
20,Female,A-lev,Lab,Under10K,0,5,5,4,10,5,9,text,No vote,Not in paid work,Yes
52,Female,GCSEorLess,None,10-20K,1,2,3,1,2,1,5,text,Leave,Part-Time,No
25,Male,A-lev,Con,50-60K,0,4,3,2,5,5,4,text,Leave,Full-Time,No
39,Male,PG,UKIP,40-50K,1,4,1,3,0,2,0,text,Leave,Full-Time,No
30,Female,BA,None,20-30K,0,4,3,2,4,5,5,text,Leave,Full-Time,No
32,Female,BA,Lab,50-60K,1,4,2,4,2,3,5,text,Leave,Full-Time,No
48,Male,A-lev,Lab,30-40K,1,3,2,3,0,0,0,text,Leave,Full-Time,No
27,Male,PG,Con,50-60K,0,3,4,4,3,8,3,text,Leave,Full-Time,No
48,Male,BA,Lab,20-30K,1,3,3,2,1,2,6,text,Leave,Full-Time,No
23,Female,BA,Lab,50-60K,0,4,4,4,4,5,3,text,Leave,Full-Time,No
18,Male,A-lev,Lab,20-30K,0,4,3,4,8,5,10,text,No vote,Part-Time,Yes
18,Female,A-lev,Lab,60-70K,0,4,4,4,9,5,10,text,No vote,Not in paid work,Yes
35,Male,A-lev,Con,60-70K,1,2,2,2,0,0,1,text,Leave,Full-Time,No
23,Female,Post2,UKIP,20-30K,1,2,3,3,0,0,0,text,Leave,Full-Time,No
61,Male,PG,Con,50-60K,1,2,3,2,3,4,0,text,Leave,Other,No
26,Female,BA,Lab,60-70K,1,4,2,4,1,1,0,text,Leave,Full-Time,No
45,Female,GCSEorLess,Lab,20-30K,1,3,4,3,2,5,5,text,Leave,Not in paid work,No
18,Female,A-lev,Lab,30-40K,0,5,5,1,10,5,10,text,No vote,Part-Time,Yes
49,Male,A-lev,Con,40-50K,1,3,1,3,0,2,5,text,Leave,Full-Time,No
52,Female,GCSEorLess,Con,50-60K,1,3,2,3,1,1,3,text,Leave,Part-Time,No
30,Female,Post2,Rather_not_say,20-30K,1,2,3,2,1,10,0,text,Leave,Not in paid work,Yes
55,Male,BA,Con,40-50K,1,2,2,3,3,2,2,text,Leave,Full-Time,No
21,Male,A-lev,Con,30-40K,0,4,2,4,3,4,0,text,Leave,Not in paid work,Yes
31,Female,A-lev,Grn,20-30K,0,4,4,4,5,5,0,text,Leave,Not in paid work,Yes
42,Female,Post2,Lab,30-40K,1,2,2,2,1,0,4,text,Leave,Part-Time,No
44,Female,BA,Con,60-70K,1,3,4,4,3,1,0,text,Leave,Part-Time,Yes
40,Female,BA,None,30-40K,0,4,4,4,6,5,4,text,Leave,Part-Time,No
36,Male,BA,Con,40-50K,1,2,2,3,2,2,3,text,Leave,Full-Time,No
38,Female,A-lev,None,10-20K,1,5,3,3,1,2,4,text,Leave,Full-Time,No
45,Female,A-lev,Con,60-70K,1,4,4,4,1,2,9,text,Leave,Full-Time,No
63,Female,GCSEorLess,UKIP,10-20K,1,1,1,2,0,0,0,text,Leave,Part-Time,No
46,Female,GCSEorLess,Lab,50-60K,1,3,3,3,3,3,6,text,Leave,Full-Time,No
30,Female,A-lev,UKIP,50-60K,1,2,2,2,0,0,5,text,Leave,Not in paid work,No
40,Female,PG,None,10-20K,1,2,3,3,1,1,1,text,Leave,Part-Time,No
22,Female,GCSEorLess,UKIP,Under10K,1,2,2,4,1,8,5,text,Leave,Not in paid work,No
33,Female,BA,Lab,20-30K,0,5,5,5,10,5,10,text,Leave,Full-Time,No
37,Female,A-lev,Lab,20-30K,1,3,2,2,3,6,2,text,Leave,Full-Time,No
48,Male,PG,Con,70-80K,1,4,5,2,5,5,0,text,Leave,Full-Time,No
44,Female,GCSEorLess,Rather_not_say,20-30K,1,3,3,2,3,0,4,text,Leave,Other,No
19,Female,A-lev,Lab,Under10K,0,4,4,4,9,7,5,text,No vote,Part-Time,Yes
54,Female,A-lev,Lab,10-20K,1,4,4,2,5,3,2,text,Leave,Not in paid work,No
50,Female,GCSEorLess,UKIP,10-20K,1,2,3,2,9,1,9,text,Leave,Full-Time,No
54,Male,GCSEorLess,UKIP,20-30K,1,1,1,2,0,0,5,text,Leave,Full-Time,No
41,Female,A-lev,Lab,30-40K,1,2,3,2,2,8,2,text,Leave,Part-Time,No
60,Male,A-lev,Con,30-40K,1,2,2,2,0,0,0,text,Leave,Part-Time,No
30,Male,Post2,Plaid,20-30K,1,4,2,2,5,10,0,text,Leave,Full-Time,No
49,Female,A-lev,Con,50-60K,1,3,2,2,3,3,1,text,Leave,Part-Time,No
23,Male,BA,Con,20-30K,1,4,2,4,3,4,3,text,Leave,Full-Time,No
32,Male,A-lev,Con,40-50K,0,4,4,3,8,5,5,text,Leave,Part-Time,No
29,Female,A-lev,Rather_not_say,10-20K,1,3,3,4,3,2,2,text,Leave,Not in paid work,No
36,Female,GCSEorLess,Lab,20-30K,1,4,4,4,2,3,6,text,Leave,Not in paid work,No
32,Female,BA,None,20-30K,1,1,1,2,0,0,3,text,Leave,Full-Time,Yes
38,Female,BA,None,20-30K,1,2,3,3,1,0,0,text,Leave,Part-Time,No
37,Female,Post2,Con,30-40K,1,4,4,3,2,3,2,text,Leave,Part-Time,No
29,Female,PG,Lab,50-60K,0,5,4,5,9,6,9,text,No vote,Full-Time,No
56,Female,Post2,Con,30-40K,1,3,3,3,3,4,0,text,Leave,Full-Time,No
60,Female,BA,None,Under10K,1,2,4,3,0,0,5,text,Leave,Part-Time,No
28,Female,GCSEorLess,Rather_not_say,10-20K,1,3,3,3,5,3,5,text,Leave,Other,No
58,Female,GCSEorLess,UKIP,10-20K,1,1,3,2,1,1,1,text,Leave,Not in paid work,No
49,Female,Post2,Lab,20-30K,1,4,4,2,4,3,9,text,Leave,Full-Time,No
35,Female,A-lev,Lab,10-20K,1,4,4,4,4,6,4,text,Leave,Part-Time,No
31,Female,BA,Grn,Under10K,1,2,2,4,3,2,2,text,Leave,Full-Time,No
26,Female,GCSEorLess,UKIP,Under10K,1,5,5,3,1,3,5,text,Leave,Part-Time,No
42,Male,BA,Con,40-50K,1,4,4,3,0,0,0,text,Leave,Full-Time,No
21,Female,A-lev,None,30-40K,1,2,4,4,4,4,7,text,Leave,Part-Time,Yes
31,Female,BA,Con,40-50K,1,4,4,2,3,2,2,text,Leave,Not in paid work,No
54,Female,PG,Lab,10-20K,1,3,3,4,3,3,3,text,Leave,Part-Time,No
52,Female,A-lev,Con,80-90K,0,4,4,4,8,6,5,text,Leave,Part-Time,No
54,Female,A-lev,Con,30-40K,1,3,2,2,1,3,4,text,Leave,Part-Time,No
50,Female,A-lev,Con,50-60K,1,3,3,2,0,3,5,text,Leave,Part-Time,No
45,Female,A-lev,Con,40-50K,1,3,4,3,5,3,5,text,Leave,Full-Time,No
40,Male,GCSEorLess,Lab,30-40K,1,1,1,1,0,0,0,text,Leave,Full-Time,No
55,Female,Post2,Con,20-30K,1,4,4,2,4,4,5,text,Leave,Full-Time,No
39,Female,BA,Con,80-90K,1,4,4,2,0,3,1,text,Leave,Not in paid work,No
39,Female,BA,Con,70-80K,0,4,3,3,5,5,5,text,Leave,Other,No
25,Female,PG,Con,30-40K,1,4,3,4,1,1,5,text,Leave,Full-Time,No
68,Female,A-lev,Lib,20-30K,1,3,2,4,7,4,5,text,Leave,Not in paid work,No
63,Male,GCSEorLess,Con,30-40K,1,2,1,3,0,1,0,text,Leave,Part-Time,No
43,Female,A-lev,Con,60-70K,1,2,1,4,0,1,0,text,Leave,Not in paid work,No
26,Female,PG,Grn,10-20K,0,4,3,4,5,5,5,text,No vote,Full-Time,No
37,Female,BA,Con,10-20K,1,2,3,2,1,1,2,text,Leave,Unemployed,No
37,Female,BA,Con,70-80K,0,4,4,4,6,5,9,text,Leave,Full-Time,No
53,Female,A-lev,UKIP,50-60K,1,2,1,1,0,0,0,text,Leave,Full-Time,No
22,Female,BA,Lab,10-20K,1,4,4,2,3,4,4,text,Leave,Full-Time,Yes
52,Male,BA,Lab,20-30K,0,4,5,4,4,4,6,text,Leave,Full-Time,No
32,Female,BA,Lab,30-40K,1,2,4,3,4,3,7,text,Leave,Part-Time,No
22,Male,BA,Lab,10-20K,0,4,4,3,8,4,7,text,Leave,Full-Time,Yes
45,Female,BA,Lib,50-60K,1,4,3,2,3,3,5,text,Leave,Part-Time,No
30,Female,A-lev,Lab,40-50K,1,4,3,2,3,3,6,text,Leave,Full-Time,No
54,Female,A-lev,None,60-70K,1,5,2,3,1,3,9,text,Leave,Not in paid work,No
29,Female,BA,Con,30-40K,1,5,4,4,4,4,9,text,Leave,Full-Time,No
27,Female,A-lev,Con,60-70K,1,2,3,2,1,3,0,text,Leave,Full-Time,No
46,Female,A-lev,None,20-30K,1,2,3,4,4,4,4,text,Leave,Full-Time,No
54,Female,A-lev,Con,40-50K,1,2,3,2,3,3,2,text,Leave,Part-Time,No
56,Female,GCSEorLess,Lab,30-40K,1,1,1,5,0,0,5,text,Leave,Not in paid work,No
32,Female,PG,Lab,30-40K,0,5,4,3,9,6,10,text,Leave,Full-Time,No
66,Male,A-lev,None,30-40K,1,4,2,2,5,0,0,text,Leave,Not in paid work,No
28,Male,BA,Lab,20-30K,0,5,5,5,10,7,4,text,Leave,Part-Time,No
50,Female,A-lev,None,10-20K,0,5,3,4,9,5,5,text,Leave,Part-Time,No
43,Female,GCSEorLess,Con,Over100K,1,3,2,3,3,3,5,text,Leave,Full-Time,No
35,Male,Post2,UKIP,Under10K,1,3,2,2,3,7,5,text,Leave,Not in paid work,No
64,Male,GCSEorLess,Con,Under10K,1,2,2,2,0,2,0,text,Leave,Part-Time,No
27,Female,BA,Lab,40-50K,1,3,4,2,4,2,2,text,Leave,Full-Time,No
44,Female,PG,None,50-60K,0,4,4,4,10,4,5,text,Leave,Full-Time,No
27,Female,BA,Con,70-80K,1,2,4,2,2,8,5,text,Leave,Full-Time,No
41,Female,BA,Lab,Over100K,1,3,3,3,5,3,7,text,Leave,Full-Time,No
60,Female,Post2,Con,40-50K,0,4,4,4,8,4,6,text,Leave,Full-Time,No
26,Female,GCSEorLess,None,10-20K,1,3,3,2,0,0,5,text,Leave,Not in paid work,No
48,Female,A-lev,Con,30-40K,1,2,4,2,0,1,5,text,Leave,Full-Time,No
53,Male,GCSEorLess,Lab,Under10K,1,3,3,4,0,1,0,text,Leave,Full-Time,No
69,Female,BA,Con,10-20K,1,2,3,4,1,1,2,text,Leave,Not in paid work,No
59,Female,Post2,Lib,Under10K,0,4,2,4,4,4,2,text,Leave,Not in paid work,No
23,Female,A-lev,UKIP,10-20K,1,1,1,1,0,0,5,text,Leave,Not in paid work,No
44,Male,BA,Lab,Over100K,1,2,1,2,1,2,1,text,Leave,Full-Time,No
26,Female,A-lev,None,40-50K,1,4,2,2,2,0,1,text,Leave,Full-Time,No
33,Male,A-lev,Con,60-70K,0,4,3,3,3,4,4,text,Leave,Not in paid work,No
22,Female,BA,Lab,20-30K,0,5,5,5,9,6,8,text,Leave,Part-Time,No
47,Female,Post2,Grn,30-40K,0,5,5,4,10,7,8,text,No vote,Full-Time,No
30,Male,A-lev,Con,30-40K,1,2,1,4,2,8,4,text,Leave,Part-Time,No
37,Female,A-lev,Lab,60-70K,1,3,4,2,2,1,2,text,Leave,Part-Time,No
47,Female,GCSEorLess,UKIP,50-60K,1,3,3,3,2,0,0,text,Leave,Part-Time,No
45,Female,BA,Lab,Under10K,1,2,2,3,0,0,5,text,Leave,Part-Time,No
50,Female,BA,UKIP,30-40K,1,1,2,1,0,1,0,text,Leave,Not in paid work,No
22,Male,A-lev,Lab,10-20K,0,4,4,3,7,5,6,text,Leave,Full-Time,No
30,Female,BA,Grn,10-20K,0,5,5,4,9,1,9,text,No vote,Part-Time,No
32,Female,BA,None,10-20K,0,4,2,2,9,5,5,text,Leave,Part-Time,Yes
21,Male,A-lev,None,40-50K,1,4,4,4,4,3,4,text,No vote,Full-Time,Yes
34,Female,A-lev,Con,30-40K,1,2,3,2,1,3,3,text,Leave,Part-Time,No
56,Male,BA,UKIP,20-30K,1,1,2,2,0,0,0,text,Leave,Unemployed,No
29,Female,A-lev,None,30-40K,1,4,4,4,0,0,0,text,Leave,Full-Time,No
40,Female,PG,Con,20-30K,0,4,4,3,4,4,3,text,Leave,Part-Time,No
50,Female,A-lev,Con,40-50K,1,3,3,2,0,1,5,text,Leave,Part-Time,No
58,Female,GCSEorLess,Lab,10-20K,1,3,3,4,3,6,3,text,Leave,Part-Time,No
50,Male,Post2,Con,10-20K,1,2,1,4,2,1,4,text,Leave,Part-Time,No
37,Female,A-lev,Con,Under10K,1,5,4,5,2,3,5,text,Leave,Not in paid work,No
23,Female,A-lev,UKIP,10-20K,1,3,2,3,2,2,2,text,Leave,Part-Time,No
38,Male,BA,UKIP,60-70K,0,5,5,4,2,8,5,text,Leave,Full-Time,Yes
59,Female,Post2,Lib,20-30K,0,4,4,4,10,6,7,text,No vote,Part-Time,No
74,Female,Post2,Con,10-20K,1,4,2,3,3,0,2,text,Leave,Not in paid work,No
32,Female,BA,Con,10-20K,1,2,2,3,1,10,1,text,Leave,Part-Time,No
18,Male,A-lev,Lib,40-50K,1,4,2,4,7,3,3,text,Leave,Full-Time,No
70,Female,GCSEorLess,Con,10-20K,1,4,3,4,2,4,1,text,Leave,Not in paid work,No
63,Female,A-lev,Con,80-90K,1,3,3,4,0,3,5,text,Leave,Full-Time,No
18,Female,A-lev,None,Under10K,0,4,4,4,6,5,7,text,No vote,Unemployed,Yes
47,Female,GCSEorLess,Con,40-50K,1,1,1,1,0,1,0,text,Leave,Full-Time,No
29,Male,BA,Con,70-80K,1,5,5,2,1,0,0,text,Leave,Full-Time,Yes
54,Female,BA,UKIP,10-20K,1,2,2,3,0,0,1,text,Leave,Not in paid work,No
18,Male,Post2,Lab,Under10K,0,4,4,4,9,5,9,text,No vote,Part-Time,Yes
20,Female,A-lev,Con,Under10K,0,3,4,2,3,5,8,text,No vote,Part-Time,Yes
32,Female,Post2,None,40-50K,1,2,4,3,3,5,5,text,Leave,Part-Time,No
50,Male,BA,Con,60-70K,1,4,2,3,3,3,5,text,Leave,Full-Time,No
43,Male,PG,UKIP,50-60K,1,1,1,1,0,0,0,text,Leave,Full-Time,No
41,Male,GCSEorLess,UKIP,10-20K,1,1,1,1,0,0,0,text,Leave,Not in paid work,Yes
45,Female,GCSEorLess,Con,30-40K,1,2,4,3,9,5,1,text,Leave,Full-Time,No
60,Female,A-lev,Con,40-50K,1,2,4,2,2,1,1,text,Leave,Not in paid work,No
46,Female,PG,Lab,20-30K,1,4,4,4,6,3,1,text,Leave,Full-Time,No
45,Male,PG,Con,20-30K,0,5,5,4,2,3,5,text,Leave,Full-Time,No
44,Female,GCSEorLess,Rather_not_say,20-30K,1,2,4,1,0,9,0,text,Leave,Full-Time,No
20,Female,Post2,None,90-100K,0,4,4,4,9,5,8,text,No vote,Part-Time,Yes
56,Female,BA,None,20-30K,1,2,2,3,2,8,2,text,Leave,Not in paid work,No
27,Male,PG,UKIP,30-40K,1,4,2,2,5,0,7,text,Leave,Unemployed,No
41,Female,PG,None,30-40K,1,4,4,2,2,8,3,text,Leave,Not in paid work,No
38,Female,BA,Con,40-50K,1,1,1,2,1,1,2,text,Leave,Full-Time,No
39,Female,GCSEorLess,Lab,20-30K,1,2,1,1,0,1,1,text,Leave,Full-Time,No
46,Female,BA,Rather_not_say,50-60K,1,4,2,3,2,4,0,text,Leave,Other,No
29,Female,BA,Lab,10-20K,1,3,2,2,5,4,5,text,Leave,Full-Time,Yes
18,Male,A-lev,Lab,50-60K,0,5,5,4,9,8,7,text,No vote,Part-Time,Yes
43,Female,BA,UKIP,50-60K,1,1,2,1,0,1,0,text,Leave,Full-Time,No
47,Female,BA,UKIP,Over100K,1,1,1,2,10,0,0,text,Leave,Full-Time,No
25,Female,PG,Grn,10-20K,0,4,4,4,10,5,10,text,Leave,Not in paid work,Yes
49,Female,GCSEorLess,None,80-90K,0,4,3,3,8,5,6,text,Leave,Full-Time,No
40,Female,A-lev,Con,20-30K,1,4,2,4,3,3,5,text,Leave,Full-Time,No
22,Female,BA,Con,10-20K,0,5,5,4,9,5,9,text,Leave,Full-Time,No
40,Male,A-lev,Con,40-50K,1,1,1,1,0,2,0,text,Leave,Full-Time,No
29,Female,A-lev,Lab,10-20K,0,4,4,4,8,5,3,text,No vote,Unemployed,No
30,Female,BA,Con,30-40K,1,4,3,4,3,5,5,text,Leave,Full-Time,No
26,Male,A-lev,Con,20-30K,1,4,4,3,1,0,5,text,Leave,Full-Time,No
64,Male,A-lev,None,20-30K,1,3,3,3,0,0,0,text,Leave,Not in paid work,No
35,Female,PG,SNP,50-60K,0,5,5,5,10,5,10,text,No vote,Full-Time,No
23,Male,GCSEorLess,None,20-30K,1,5,5,2,5,5,7,text,No vote,Other,No
30,Male,GCSEorLess,Con,10-20K,1,3,2,3,4,4,4,text,Leave,Part-Time,No
26,Male,A-lev,Grn,Under10K,1,2,1,4,2,1,4,text,Leave,Other,Yes
56,Male,A-lev,Con,10-20K,1,4,2,1,0,2,0,text,Leave,Not in paid work,No
38,Male,BA,Lab,20-30K,0,3,3,3,5,5,5,text,Leave,Full-Time,No
58,Male,A-lev,None,10-20K,1,2,2,1,0,0,3,text,Leave,Full-Time,No
54,Female,BA,None,30-40K,1,1,1,1,0,0,1,text,Leave,Full-Time,No
35,Female,PG,None,40-50K,0,4,4,3,5,5,7,text,No vote,Not in paid work,Yes
46,Male,PG,Con,90-100K,1,4,2,4,9,4,9,text,Leave,Full-Time,No
33,Male,A-lev,Rather_not_say,40-50K,1,3,4,2,2,1,5,text,Leave,Full-Time,No
59,Female,GCSEorLess,None,Under10K,1,3,2,3,2,2,5,text,Leave,Not in paid work,No
47,Female,BA,Plaid,50-60K,0,3,3,3,3,3,5,text,Leave,Part-Time,No
50,Female,BA,None,Over100K,1,4,2,2,2,1,5,text,Leave,Full-Time,No
18,Female,GCSEorLess,Lab,Under10K,0,5,5,4,9,7,8,text,No vote,Part-Time,Yes
57,Female,BA,UKIP,20-30K,1,3,2,2,0,0,0,text,Leave,Full-Time,No
38,Female,Post2,None,20-30K,1,3,2,2,3,7,5,text,Leave,Not in paid work,No
18,Female,A-lev,Lab,40-50K,0,5,4,3,9,6,5,text,No vote,Part-Time,Yes
63,Male,GCSEorLess,Con,20-30K,1,2,2,3,0,0,0,text,Leave,Part-Time,No
50,Female,A-lev,Con,30-40K,1,3,4,2,6,8,2,text,Leave,Part-Time,No
47,Male,BA,Con,20-30K,1,2,1,2,2,3,2,text,Leave,Full-Time,No
39,Male,A-lev,Lab,20-30K,1,3,3,3,5,4,4,text,Leave,Full-Time,No
32,Male,GCSEorLess,Lab,20-30K,1,4,4,3,3,3,5,text,Leave,Part-Time,No
51,Female,A-lev,Lab,40-50K,0,4,4,4,3,4,0,text,Leave,Part-Time,No
27,Male,Post2,Lab,30-40K,0,5,5,4,8,3,7,text,Remain,Full-Time,Yes
30,Male,A-lev,Lab,10-20K,0,4,5,4,7,4,5,text,Leave,Full-Time,No
19,Male,BA,Lab,50-60K,1,4,2,2,7,4,4,text,Leave,Full-Time,Yes
21,Male,GCSEorLess,None,40-50K,0,3,4,3,9,1,8,text,Leave,Other,Yes
23,Male,BA,Con,30-40K,1,2,2,4,2,1,1,text,Leave,Other,Yes
18,Female,A-lev,Lab,10-20K,0,5,4,5,9,5,8,text,No vote,Part-Time,Yes
19,Male,A-lev,Lab,50-60K,0,5,5,5,10,10,10,text,No vote,Not in paid work,Yes
24,Male,BA,Con,40-50K,0,4,3,3,7,4,7,text,Leave,Full-Time,No
20,Female,GCSEorLess,None,Under10K,1,3,4,3,1,3,2,text,No vote,Part-Time,No
32,Male,Post2,None,10-20K,1,1,1,5,3,1,2,text,Leave,Part-Time,No
27,Male,GCSEorLess,UKIP,30-40K,1,3,3,3,5,3,0,text,Leave,Full-Time,No
32,Male,BA,Con,30-40K,0,4,4,3,8,5,10,text,Leave,Full-Time,No
26,Male,BA,None,40-50K,0,5,5,5,10,8,10,text,No vote,Full-Time,No
60,Male,BA,None,Under10K,1,2,3,2,4,4,5,text,Leave,Not in paid work,No
31,Female,A-lev,None,40-50K,1,4,2,2,2,1,2,text,No vote,Not in paid work,No
20,Male,Post2,Grn,Under10K,0,5,4,4,10,5,7,text,No vote,Unemployed,Yes
73,Male,A-lev,Con,20-30K,0,3,4,3,5,4,0,text,Leave,Not in paid work,No
31,Male,GCSEorLess,Lab,10-20K,1,2,2,2,0,1,0,text,Leave,Not in paid work,No
31,Male,A-lev,None,10-20K,1,3,4,3,2,0,3,text,Leave,Full-Time,No
73,Male,BA,Con,10-20K,0,4,3,4,4,4,5,text,Leave,Not in paid work,No
32,Male,A-lev,UKIP,50-60K,1,4,2,2,0,0,0,text,Leave,Unemployed,No
54,Male,BA,Lab,20-30K,1,2,1,1,0,0,0,text,Leave,Full-Time,No
34,Female,Post2,None,10-20K,0,5,4,5,10,5,10,text,No vote,Full-Time,No
39,Male,BA,Con,90-100K,1,2,2,3,5,4,3,text,Leave,Other,No
38,Male,A-lev,Lab,40-50K,1,2,2,3,2,5,3,text,Leave,Full-Time,No
65,Male,GCSEorLess,UKIP,10-20K,1,3,1,3,0,0,0,text,Leave,Not in paid work,No
61,Male,GCSEorLess,Con,40-50K,1,2,1,2,0,0,2,text,Leave,Full-Time,No
49,Female,A-lev,Grn,10-20K,0,3,4,4,4,4,3,text,No vote,Part-Time,No
28,Female,A-lev,Lab,20-30K,1,5,5,3,8,5,9,text,No vote,Part-Time,No
52,Male,GCSEorLess,UKIP,20-30K,1,2,3,3,4,0,2,text,Leave,Full-Time,No
46,Male,A-lev,Con,20-30K,1,3,3,2,2,2,2,text,Leave,Part-Time,No
19,Female,A-lev,Lab,70-80K,0,4,3,4,8,4,2,text,No vote,Not in paid work,Yes
59,Male,Post2,None,30-40K,1,2,2,3,3,2,0,text,Leave,Part-Time,No
33,Male,BA,Con,60-70K,0,4,4,4,3,4,5,text,Leave,Other,No
56,Male,A-lev,Lab,40-50K,1,4,4,2,2,2,5,text,Leave,Full-Time,No
58,Male,BA,None,30-40K,0,4,4,5,10,5,10,text,Leave,Full-Time,No
58,Female,GCSEorLess,Lab,10-20K,1,2,2,4,2,2,0,text,No vote,Part-Time,No
26,Male,A-lev,None,Under10K,0,5,5,5,10,10,10,text,No vote,Unemployed,No
20,Female,A-lev,Lab,Under10K,0,5,5,4,10,5,7,text,No vote,Not in paid work,Yes
46,Male,Post2,UKIP,30-40K,1,2,1,2,0,8,0,text,Leave,Full-Time,No
18,Female,GCSEorLess,Lab,30-40K,0,5,4,3,10,5,5,text,No vote,Part-Time,Yes
18,Female,A-lev,Con,70-80K,0,5,5,3,10,5,5,text,No vote,Other,Yes
