age,gender,education,party,income,time_on_page,too_many_imm,take_jobs,drive_down_wages,create_jobs,brexit_to_cut,increase_imm,sm_or_control,condition,eu_vote,employment,student
51,Male,GCSE or equivalent,None of the above,"£20,000-29,999",NA,"Yes, too many",Agree,Agree,Disagree,7,2,8,control,Leave,Full-Time,No
41,Male,A-level or equivalent,Conservatives,"£80,000-89,999",NA,"Yes, too many","Neither agree, nor disagree",Disagree,Agree,7,2,5,control,Leave,Full-Time,No
57,Male,A-level or equivalent,Green Party,"£20,000-29,999",NA,"No, not too many",Strongly disagree,Disagree,"Neither agree, nor disagree",0,5,4,control,No vote,Full-Time,No
26,Female,Post-secondary below-degree level qualification,Labour,"£40,000-49,999",NA,"No, not too many",Disagree,Strongly disagree,Disagree,1,5,3,control,No vote,Part-Time,Yes
40,Male,GCSE or equivalent,Conservatives,"£40,000-49,999",NA,"Yes, too many",Agree,Strongly agree,Agree,9,0,9,control,Leave,Full-Time,No
38,Male,A-level or equivalent,Conservatives,"£50,000-59,999",NA,"Yes, too many",Agree,Strongly agree,Agree,9,3,10,control,Leave,Full-Time,No
39,Male,A-level or equivalent,None of the above,"£30,000-39,999",NA,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree","Neither agree, nor disagree",7,3,9,control,No vote,Full-Time,No
39,Male,Post-secondary below-degree level qualification,None of the above,"£30,000-39,999",NA,Don't know / not sure,"Neither agree, nor disagree",Disagree,Agree,5,5,5,control,No vote,Unemployed,No
34,Female,GCSE or equivalent,None of the above,"£20,000-29,999",NA,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree",Disagree,7,3,not applicable,control,No vote,Part-Time,No
33,Male,GCSE or equivalent,None of the above,"£30,000-39,999",NA,"No, not too many",Disagree,Disagree,Agree,2,4,1,control,No vote,Full-Time,No
19,Female,A-level or equivalent,Labour,"£10,000-19,999",NA,"No, not too many",Disagree,Disagree,Agree,3,5,0,control,No vote,Part-Time,Yes
43,Female,GCSE or equivalent,Labour,"£20,000-29,999",NA,"Yes, too many",Agree,Disagree,Disagree,9,1,1,control,No vote,Full-Time,No
20,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£30,000-39,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,2,4,0,control,No vote,Part-Time,Yes
27,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£60,000-69,999",NA,"Yes, too many","Neither agree, nor disagree","Neither agree, nor disagree",Disagree,8,4,not applicable,control,No vote,Full-Time,No
33,Male,GCSE or equivalent,UKIP,"£10,000-19,999",NA,"Yes, too many",Agree,Strongly agree,"Neither agree, nor disagree",10,0,10,control,No vote,Not in paid work,No
55,Male,A-level or equivalent,None of the above,"£30,000-39,999",NA,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",6,5,2,control,Leave,Full-Time,No
18,Female,A-level or equivalent,None of the above,"£10,000-19,999",NA,Don't know / not sure,Disagree,Disagree,Disagree,5,7,7,control,No vote,Unemployed,Yes
55,Male,GCSE or equivalent,Labour,"Under £10,000",NA,"Yes, too many",Strongly agree,Agree,Disagree,10,0,10,control,Leave,Unemployed,No
43,Male,A-level or equivalent,Labour,"£30,000-39,999",NA,"No, not too many",Disagree,Disagree,Agree,1,5,5,control,Leave,Full-Time,No
40,Female,Post-secondary below-degree level qualification,None of the above,"£10,000-19,999",NA,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",8,1,7,control,No vote,Full-Time,No
54,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£20,000-29,999",NA,"Yes, too many",Agree,Strongly agree,Disagree,10,0,5,control,No vote,Unemployed,No
20,Male,A-level or equivalent,Liberal Democrats,"£20,000-29,999",NA,"No, not too many",Disagree,Strongly disagree,"Neither agree, nor disagree",0,4,0,control,No vote,Part-Time,Yes
38,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£60,000-69,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",5,4,5,control,Leave,Full-Time,Yes
23,Female,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£20,000-29,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,8,0,control,No vote,Full-Time,No
44,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Green Party,"£40,000-49,999",NA,"No, not too many",Disagree,Disagree,Disagree,6,5,3,control,Leave,Full-Time,No
29,Female,Post-secondary below-degree level qualification,Conservatives,"£40,000-49,999",NA,"Yes, too many",Strongly disagree,"Neither agree, nor disagree",Agree,2,4,5,control,No vote,Full-Time,No
23,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£30,000-39,999",NA,"No, not too many",Agree,Disagree,Disagree,6,3,not applicable,control,No vote,Full-Time,No
39,Male,A-level or equivalent,UKIP,"£20,000-29,999",NA,"Yes, too many",Agree,Agree,Disagree,8,2,10,control,Leave,Not in paid work,No
18,Female,A-level or equivalent,Labour,"£90,000-99,999",NA,"No, not too many",Strongly disagree,Disagree,Agree,0,5,0,control,No vote,Part-Time,Yes
45,Male,A-level or equivalent,Labour,"Under £10,000",NA,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,10,0,0,control,Leave,Full-Time,No
45,Male,A-level or equivalent,Liberal Democrats,"£30,000-39,999",NA,Don't know / not sure,"Neither agree, nor disagree",Agree,"Neither agree, nor disagree",5,4,1,control,No vote,Full-Time,No
40,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£60,000-69,999",NA,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,10,1,10,control,Leave,Full-Time,No
30,Female,Primary School,Conservatives,"£30,000-39,999",NA,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",8,3,6,control,No vote,Unemployed,No
20,Female,A-level or equivalent,Labour,"Under £10,000",NA,"No, not too many","Neither agree, nor disagree",Agree,Agree,7,4,5,control,No vote,Other,Yes
40,Male,A-level or equivalent,None of the above,"£10,000-19,999",NA,"Yes, too many",Agree,Agree,Disagree,8,3,6,control,Leave,Full-Time,No
30,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",NA,"Yes, too many","Neither agree, nor disagree",Disagree,Disagree,8,2,5,control,No vote,Full-Time,No
44,Female,GCSE or equivalent,Labour,Would rather not say,NA,"Yes, too many","Neither agree, nor disagree",Agree,"Neither agree, nor disagree",6,4,not applicable,control,No vote,Full-Time,No
19,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£20,000-29,999",NA,"No, not too many",Disagree,Disagree,Agree,4,4,1,control,No vote,Unemployed,Yes
28,Female,GCSE or equivalent,Labour,"£30,000-39,999",NA,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",2,1,5,control,No vote,Part-Time,No
25,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",NA,"No, not too many",Strongly disagree,Disagree,Strongly agree,1,3,1,control,No vote,Full-Time,No
33,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£60,000-69,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",3,5,1,control,Leave,Other,No
34,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£60,000-69,999",NA,"Yes, too many",Agree,Strongly agree,Strongly disagree,10,0,9,control,Leave,Full-Time,No
29,Male,GCSE or equivalent,Labour,"£40,000-49,999",NA,"No, not too many","Neither agree, nor disagree",Agree,Agree,0,5,0,control,Leave,Full-Time,Yes
34,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£20,000-29,999",NA,"No, not too many",Strongly disagree,Strongly disagree,"Neither agree, nor disagree",5,not applicable,not applicable,control,No vote,Full-Time,No
32,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",None of the above,"£60,000-69,999",NA,"Yes, too many",Strongly disagree,Disagree,"Neither agree, nor disagree",6,3,not applicable,control,Leave,Full-Time,No
46,Male,GCSE or equivalent,Labour,"£10,000-19,999",NA,"Yes, too many",Strongly agree,Strongly agree,Disagree,10,1,9,control,Leave,Not in paid work,No
46,Male,GCSE or equivalent,Conservatives,"£20,000-29,999",NA,"Yes, too many",Disagree,Disagree,"Neither agree, nor disagree",5,6,6,control,Leave,Full-Time,No
49,Male,GCSE or equivalent,Labour,"£70,000-79,999",NA,"Yes, too many",Agree,Agree,Disagree,9,1,9,control,Leave,Full-Time,No
19,Female,GCSE or equivalent,None of the above,Would rather not say,NA,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,10,10,7,control,No vote,Part-Time,Yes
19,Male,A-level or equivalent,Conservatives,"£10,000-19,999",NA,"No, not too many",Disagree,Agree,Agree,5,5,4,control,No vote,Unemployed,Yes
32,Male,A-level or equivalent,Labour,"£20,000-29,999",NA,"No, not too many",Disagree,Disagree,Agree,5,4,4,control,NA,NA,NA
34,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£60,000-69,999",NA,"Yes, too many","Neither agree, nor disagree",Disagree,Disagree,7,3,5,control,Leave,Full-Time,No
49,Male,Post-secondary below-degree level qualification,Conservatives,"Under £10,000",NA,"Yes, too many",Strongly agree,Strongly agree,"Neither agree, nor disagree",10,0,10,control,Leave,Not in paid work,No
36,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"£30,000-39,999",NA,"Yes, too many",Disagree,"Neither agree, nor disagree",Agree,6,0,5,control,No vote,Full-Time,Yes
44,Male,A-level or equivalent,Liberal Democrats,"Under £10,000",NA,"Yes, too many",Strongly disagree,Strongly disagree,Strongly agree,5,3,0,control,Leave,Full-Time,No
41,Male,Post-secondary below-degree level qualification,Conservatives,"Over £100,000",NA,"Yes, too many",Agree,"Neither agree, nor disagree",Agree,3,3,2,control,No vote,Full-Time,No
47,Female,A-level or equivalent,Liberal Democrats,"£20,000-29,999",NA,Don't know / not sure,Disagree,Disagree,"Neither agree, nor disagree",6,4,5,control,No vote,Part-Time,No
56,Female,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£40,000-49,999",NA,"Yes, too many",Agree,Agree,Disagree,9,1,5,control,No vote,Full-Time,No
20,Female,Post-secondary below-degree level qualification,None of the above,"£20,000-29,999",NA,"Yes, too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",10,0,5,control,No vote,Part-Time,No
28,Female,No educational qualification,Labour,"Under £10,000",NA,"Yes, too many",Strongly agree,Strongly agree,Disagree,10,9,9,control,No vote,Unemployed,No
45,Male,A-level or equivalent,Green Party,"£70,000-79,999",NA,"No, not too many","Neither agree, nor disagree","Neither agree, nor disagree",Agree,1,not applicable,2,control,No vote,Full-Time,No
53,Male,A-level or equivalent,UKIP,"£60,000-69,999",NA,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,0,0,10,control,Leave,Full-Time,No
18,Male,A-level or equivalent,Labour,"Under £10,000",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,5,5,control,No vote,Unemployed,Yes
30,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Plaid Cymru,"£30,000-39,999",NA,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",3,2,1,control,Leave,Full-Time,No
54,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£10,000-19,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",1,5,1,control,No vote,Full-Time,No
47,Male,GCSE or equivalent,Labour,"£20,000-29,999",NA,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,10,1,1,control,Leave,Full-Time,No
22,Male,Post-secondary below-degree level qualification,UKIP,"£20,000-29,999",NA,"Yes, too many",Agree,Strongly agree,Disagree,10,0,8,control,Leave,Part-Time,No
20,Male,A-level or equivalent,Liberal Democrats,"£20,000-29,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,1,6,5,control,No vote,Unemployed,Yes
22,Male,Post-secondary below-degree level qualification,Conservatives,"Under £10,000",NA,"No, not too many",Disagree,Disagree,Strongly agree,3,2,5,control,Leave,Part-Time,Yes
34,Male,GCSE or equivalent,None of the above,"£40,000-49,999",NA,"Yes, too many",Agree,Agree,Disagree,8,4,7,control,No vote,Full-Time,No
29,Female,Post-secondary below-degree level qualification,None of the above,"Under £10,000",NA,"Yes, too many",Agree,Agree,Disagree,7,1,not applicable,control,No vote,Not in paid work,No
29,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Liberal Democrats,"Under £10,000",NA,"No, not too many",Disagree,Agree,Disagree,4,4,3,control,No vote,Unemployed,No
28,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£40,000-49,999",NA,"Yes, too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",7,3,8,control,Leave,Full-Time,No
43,Male,A-level or equivalent,UKIP,"£20,000-29,999",NA,"No, not too many",Disagree,Strongly agree,"Neither agree, nor disagree",3,3,5,control,Leave,Full-Time,No
47,Male,GCSE or equivalent,Conservatives,"£30,000-39,999",NA,"No, not too many",Strongly disagree,Disagree,Agree,6,2,5,control,Leave,Full-Time,No
50,Male,A-level or equivalent,Conservatives,"£30,000-39,999",NA,"No, not too many",Disagree,Disagree,"Neither agree, nor disagree",3,4,4,control,Leave,Part-Time,No
61,Male,GCSE or equivalent,None of the above,"£40,000-49,999",NA,Don't know / not sure,Disagree,Agree,Disagree,6,5,5,control,Leave,Not in paid work,No
52,Male,GCSE or equivalent,UKIP,"£20,000-29,999",NA,"Yes, too many",Strongly agree,Strongly agree,Strongly disagree,10,0,10,control,Leave,Not in paid work,No
50,Male,GCSE or equivalent,Conservatives,"£50,000-59,999",NA,"Yes, too many",Strongly agree,Strongly agree,"Neither agree, nor disagree",10,0,10,control,Leave,Full-Time,No
41,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",None of the above,"£20,000-29,999",NA,Don't know / not sure,Agree,Agree,"Neither agree, nor disagree",5,4,5,control,No vote,Full-Time,No
58,Male,GCSE or equivalent,Conservatives,"£10,000-19,999",NA,"Yes, too many","Neither agree, nor disagree",Agree,Disagree,10,2,10,control,Leave,Not in paid work,No
65,Male,A-level or equivalent,UKIP,"£20,000-29,999",NA,"Yes, too many",Agree,Agree,Disagree,9,0,8,control,Leave,Not in paid work,No
18,Male,A-level or equivalent,Labour,"£70,000-79,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Strongly agree,0,8,0,control,No vote,Other,Yes
30,Male,"Postgraduate degree or equivalent qualification (MA, MSc, PGCE, PhD etc.)",Conservatives,"£40,000-49,999",NA,"Yes, too many",Disagree,Agree,"Neither agree, nor disagree",8,1,10,control,Leave,Full-Time,No
19,Male,A-level or equivalent,Liberal Democrats,"£40,000-49,999",NA,"No, not too many",Disagree,"Neither agree, nor disagree",Strongly agree,1,5,2,control,No vote,Other,Yes
19,Male,A-level or equivalent,Labour,"Under £10,000",NA,"No, not too many",Disagree,"Neither agree, nor disagree","Neither agree, nor disagree",4,4,1,control,No vote,Unemployed,Yes
47,Male,A-level or equivalent,UKIP,"£40,000-49,999",NA,"Yes, too many",Agree,"Neither agree, nor disagree",Disagree,10,1,3,control,Leave,Full-Time,No
31,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Conservatives,"£30,000-39,999",NA,"No, not too many",Strongly disagree,Strongly disagree,Agree,0,1,0,control,Leave,Full-Time,No
34,Male,A-level or equivalent,Conservatives,"£90,000-99,999",NA,Don't know / not sure,"Neither agree, nor disagree",Disagree,Agree,5,4,5,control,Leave,Full-Time,No
32,Male,GCSE or equivalent,Conservatives,"£50,000-59,999",NA,"Yes, too many",Disagree,Disagree,Disagree,7,3,0,control,No vote,Full-Time,No
63,Male,Post-secondary below-degree level qualification,Conservatives,"£20,000-29,999",NA,"Yes, too many",Agree,Agree,"Neither agree, nor disagree",9,1,8,control,Leave,Full-Time,No
18,Male,A-level or equivalent,Conservatives,"£50,000-59,999",NA,"No, not too many","Neither agree, nor disagree",Agree,Agree,5,not applicable,2,control,No vote,Other,Yes
34,Male,GCSE or equivalent,None of the above,"Under £10,000",NA,"Yes, too many",Agree,Disagree,"Neither agree, nor disagree",8,2,8,control,No vote,Other,No
22,Male,"Bachelors or equivalent degree level qualification (BA, BSc etc.)",Labour,"£30,000-39,999",NA,"No, not too many","Neither agree, nor disagree",Disagree,"Neither agree, nor disagree",6,5,1,control,No vote,Part-Time,No
